pergunta,provedor,marca,posicao,posicao_diff,sentimento,citada,familia,categoria
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Google AI Mode,Samsung,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Perplexity,Electrolux,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Perplexity,Consul,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Perplexity,Brastemp,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Perplexity,Midea,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,Perplexity,Samsung,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,ChatGPT,Electrolux,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,ChatGPT,Consul,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,ChatGPT,Brastemp,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,ChatGPT,Midea,,,,0,nao classificado,coccao
Quais recursos de segurança são essenciais em fritadeiras sem óleo?,ChatGPT,Samsung,,,,0,nao classificado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,All AI Platforms,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,All AI Platforms,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,All AI Platforms,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,All AI Platforms,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,All AI Platforms,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,ChatGPT,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,ChatGPT,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,ChatGPT,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,ChatGPT,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,ChatGPT,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Gemini,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Gemini,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Gemini,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Gemini,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Gemini,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Google AI Mode,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Google AI Mode,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Google AI Mode,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Google AI Mode,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Google AI Mode,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Perplexity,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Perplexity,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Perplexity,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Perplexity,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos e acabamentos facilitam a limpeza de coifas?,Perplexity,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos evitam manchas de água ao passar roupas?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais recursos evitam manchas de água ao passar roupas?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais recursos facilitam a limpeza interna do micro-ondas?,All AI Platforms,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,All AI Platforms,Consul,1.0,,0%,1,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,All AI Platforms,Brastemp,3.0,,0%,1,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,All AI Platforms,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,All AI Platforms,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Perplexity,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Perplexity,Consul,1.0,new,0%,1,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Perplexity,Brastemp,3.0,new,0%,1,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Perplexity,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Perplexity,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Gemini,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Gemini,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Gemini,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Gemini,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Gemini,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Google AI Mode,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Google AI Mode,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Google AI Mode,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Google AI Mode,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,Google AI Mode,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,ChatGPT,Electrolux,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,ChatGPT,Consul,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,ChatGPT,Brastemp,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,ChatGPT,Midea,,,,0,manutencao e cuidado,coccao
Quais recursos facilitam a limpeza interna do micro-ondas?,ChatGPT,Samsung,,,,0,manutencao e cuidado,coccao
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,All AI Platforms,Electrolux,4.0,,0%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,All AI Platforms,Consul,2.5,,100%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,All AI Platforms,Brastemp,1.5,,75%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,All AI Platforms,Midea,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,All AI Platforms,Samsung,3.0,,100%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Google AI Mode,Electrolux,4.0,0.0,0%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Google AI Mode,Consul,3.0,1.0,0%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Google AI Mode,Brastemp,2.0,1.0,0%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Google AI Mode,Midea,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Google AI Mode,Samsung,5.0,new,0%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Gemini,Electrolux,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Gemini,Consul,2.0,new,100%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Gemini,Brastemp,1.0,new,75%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Gemini,Midea,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Gemini,Samsung,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,ChatGPT,Electrolux,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,ChatGPT,Consul,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,ChatGPT,Brastemp,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,ChatGPT,Midea,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,ChatGPT,Samsung,1.0,new,100%,1,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Perplexity,Electrolux,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Perplexity,Consul,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Perplexity,Brastemp,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Perplexity,Midea,,,,0,nao classificado,geladeira
Quais recursos reduzem odores em geladeiras e compartimentos fresh?,Perplexity,Samsung,,,,0,nao classificado,geladeira
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,All AI Platforms,Electrolux,1.0,,0%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,All AI Platforms,Consul,3.0,,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,All AI Platforms,Brastemp,3.0,,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,All AI Platforms,Midea,1.3,,86%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,All AI Platforms,Samsung,4.0,,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Perplexity,Electrolux,1.0,0.0,0%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Perplexity,Midea,2.0,new,0%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Gemini,Consul,4.0,new,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Gemini,Midea,1.0,0.0,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Google AI Mode,Electrolux,,lost,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Google AI Mode,Consul,2.0,+3.0,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Google AI Mode,Brastemp,3.0,+1.0,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Google AI Mode,Midea,1.0,0.0,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,Google AI Mode,Samsung,4.0,new,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,ChatGPT,Electrolux,,lost,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,ChatGPT,Midea,1.0,0.0,100%,1,nao classificado,sem categoria
Quais serviços recolhem e descartam corretamente eletrodomésticos antigos?,ChatGPT,Samsung,,lost,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Perplexity,Midea,,lost,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais soluções reduzem amassados ao secar roupas em apartamento?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Google AI Mode,Electrolux,3.0,+1.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Google AI Mode,Consul,4.0,+1.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Google AI Mode,Brastemp,6.0,new,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Google AI Mode,Midea,,,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Google AI Mode,Samsung,,,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Gemini,Electrolux,3.0,+1.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Gemini,Consul,5.0,+1.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Gemini,Brastemp,4.0,+1.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Gemini,Midea,,,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Gemini,Samsung,,lost,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,All AI Platforms,Electrolux,4.0,,83%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,All AI Platforms,Consul,4.7,,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,All AI Platforms,Brastemp,4.7,,89%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,All AI Platforms,Midea,,,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,All AI Platforms,Samsung,2.0,,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,ChatGPT,Electrolux,4.0,1.0,0%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,ChatGPT,Consul,,lost,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,ChatGPT,Brastemp,,lost,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,ChatGPT,Midea,,,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,ChatGPT,Samsung,1.0,+5.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Perplexity,Electrolux,6.0,5.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Perplexity,Consul,5.0,0.0,100%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Perplexity,Brastemp,4.0,+3.0,67%,1,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Perplexity,Midea,,lost,,0,nao classificado,geladeira
Quais são as principais opções de geladeiras com boa eficiência energética no Brasil?,Perplexity,Samsung,3.0,new,100%,1,nao classificado,geladeira
Quais tecnologias melhoram a uniformidade do assado no forno?,All AI Platforms,Electrolux,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,All AI Platforms,Consul,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,All AI Platforms,Brastemp,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,All AI Platforms,Midea,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,All AI Platforms,Samsung,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Gemini,Electrolux,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Gemini,Consul,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Gemini,Brastemp,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Gemini,Midea,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Gemini,Samsung,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Google AI Mode,Electrolux,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Google AI Mode,Consul,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Google AI Mode,Brastemp,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Google AI Mode,Midea,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Google AI Mode,Samsung,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Perplexity,Electrolux,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Perplexity,Consul,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Perplexity,Brastemp,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Perplexity,Midea,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,Perplexity,Samsung,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,ChatGPT,Electrolux,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,ChatGPT,Consul,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,ChatGPT,Brastemp,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,ChatGPT,Midea,,,,0,nao classificado,coccao
Quais tecnologias melhoram a uniformidade do assado no forno?,ChatGPT,Samsung,,,,0,nao classificado,coccao
Quais tecnologias reduzem amassados e facilitam passar roupas?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Google AI Mode,Electrolux,,lost,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais tecnologias reduzem amassados e facilitam passar roupas?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Qual a altura ideal de instalação para purificadores de água na cozinha?,All AI Platforms,Electrolux,4.0,,0%,1,nao classificado,purificador
Qual a altura ideal de instalação para purificadores de água na cozinha?,All AI Platforms,Consul,3.0,,0%,1,nao classificado,purificador
Qual a altura ideal de instalação para purificadores de água na cozinha?,All AI Platforms,Brastemp,,,,0,nao classificado,purificador
Qual a altura ideal de instalação para purificadores de água na cozinha?,All AI Platforms,Midea,,,,0,nao classificado,purificador
Qual a altura ideal de instalação para purificadores de água na cozinha?,All AI Platforms,Samsung,,,,0,nao classificado,purificador
Qual a altura ideal de instalação para purificadores de água na cozinha?,ChatGPT,Electrolux,4.0,1.0,0%,1,nao classificado,purificador
