fonte,topico,texto,llm,familia,categoria,marcas_mencionadas,n_fontes_citadas,relevancia
prompts_topico_midea,midea,midea liva akaf2,google_ai_overview,marca e navegacao,sem categoria,1,8,92
prompts_topico_midea,midea,geladeira midea 347 litros é boa,google_ai_overview,especificacao produto,geladeira,1,12,92
prompts_topico_midea,midea,refrigerador midea frost free,google_ai_overview,especificacao produto,geladeira,1,13,92
prompts_topico_midea,midea,Quais são as vantagens do modelo Midea Side by Side em comparação aos modelos frost free?,chatgpt,especificacao produto,geladeira,1,12,92
prompts_topico_midea,midea,Quais são as vantagens do modelo Midea Side by Side em comparação aos modelos frost free?,gemini,especificacao produto,geladeira,1,0,92
prompts_topico_midea,midea,geladeira midea 425 litros é boa,google_ai_overview,especificacao produto,geladeira,1,7,92
prompts_topico_midea,midea,midea rt 468,google_ai_overview,marca e navegacao,sem categoria,1,7,92
prompts_topico_midea,midea,marca de geladeira midea é boa,google_ai_overview,nao classificado,geladeira,1,8,92
prompts_topico_midea,midea,eletrodoméstico midea,google_ai_overview,nao classificado,sem categoria,1,10,92
prompts_topico_midea,midea,empresa midea pouso alegre,google_ai_overview,nao classificado,sem categoria,1,9,92
prompts_topico_midea,midea,geladeira midea 463 litros é boa,google_ai_overview,especificacao produto,geladeira,1,10,92
prompts_topico_midea,midea,midea é boa marca,google_ai_overview,marca e navegacao,sem categoria,1,9,92
prompts_topico_midea,midea,geladeira marca midea,google_ai_overview,nao classificado,geladeira,1,9,92
prompts_topico_midea,midea,Eletrodomésticos e Midea no Brasil,gemini,nao classificado,sem categoria,1,0,92
prompts_topico_midea,midea,climatizador de ar midea,google_ai_overview,nao classificado,ar condicionado,1,8,92
prompts_topico_midea,midea,midea akaf1,google_ai_overview,marca e navegacao,sem categoria,1,7,92
prompts_topico_midea,midea,midea frost free,google_ai_overview,especificacao produto,geladeira,1,9,92
prompts_topico_midea,midea,geladeira midea e boa,google_ai_overview,nao classificado,geladeira,1,3,92
prompts_topico_midea,midea,e21 midea,google_ai_overview,nao classificado,sem categoria,1,5,92
prompts_topico_midea,midea,climatizador midea akaf2,google_ai_overview,nao classificado,ar condicionado,1,9,92
prompts_topico_midea,midea,geladeira/refrigerador midea frost free duplex,google_ai_overview,especificacao produto,geladeira,1,10,92
prompts_topico_midea,midea,climatizador portátil midea,google_ai_overview,nao classificado,ar condicionado,1,9,92
prompts_topico_midea,midea,Como escolher entre os modelos Midea AKAF1 e AKAF2 para minha residência?,chatgpt,aquisicao e comparacao,sem categoria,1,13,92
prompts_topico_midea,midea,Como escolher entre os modelos Midea AKAF1 e AKAF2 para minha residência?,google_ai_mode,aquisicao e comparacao,sem categoria,1,8,92
prompts_topico_midea,midea,Como escolher entre os modelos Midea AKAF1 e AKAF2 para minha residência?,gemini,aquisicao e comparacao,sem categoria,1,0,92
prompts_topico_midea,midea,geladeira da marca midea é boa,google_ai_overview,nao classificado,geladeira,1,7,92
prompts_topico_midea,midea,marca midea,google_ai_overview,nao classificado,sem categoria,1,10,92
prompts_topico_midea,midea,climatizador da midea,google_ai_overview,nao classificado,ar condicionado,1,11,92
prompts_topico_midea,midea,Qual é a melhor forma de escolher eletrodomésticos da Midea para minha casa no Brasil?,chatgpt,aquisicao e comparacao,sem categoria,1,12,92
prompts_topico_midea,midea,Qual é a melhor forma de escolher eletrodomésticos da Midea para minha casa no Brasil?,gemini,aquisicao e comparacao,sem categoria,1,0,92
prompts_topico_midea,midea,midea refrigerador,google_ai_overview,marca e navegacao,geladeira,1,7,92
prompts_topico_midea,midea,climatizador midea akap1,google_ai_overview,nao classificado,ar condicionado,1,7,92
prompts_topico_midea,midea,midea climatizador,google_ai_overview,marca e navegacao,ar condicionado,1,6,92
prompts_topico_midea,midea,geladeira midea 347 l,google_ai_overview,nao classificado,geladeira,1,6,92
prompts_topico_midea,midea,Onde posso encontrar peças e assistência autorizada da Midea no Brasil?,chatgpt,assistencia e reparo,sem categoria,1,12,92
prompts_topico_midea,midea,Onde posso encontrar peças e assistência autorizada da Midea no Brasil?,google_ai_mode,assistencia e reparo,sem categoria,1,12,92
prompts_topico_midea,midea,produtos midea são bons,google_ai_overview,nao classificado,sem categoria,1,8,92
prompts_topico_midea,midea,geladeiras midea,google_ai_overview,nao classificado,geladeira,1,12,92
prompts_topico_midea,midea,Geladeiras Midea,gemini,nao classificado,geladeira,1,0,92
prompts_topico_midea,midea,Geladeiras Midea,chatgpt,nao classificado,geladeira,1,13,92
prompts_topico_midea,midea,midea geladeira,google_ai_overview,marca e navegacao,geladeira,1,6,92
prompts_topico_midea,midea,logotipo midea,google_ai_overview,nao classificado,sem categoria,1,2,92
prompts_topico_midea,midea,refrigerador midea é bom,google_ai_overview,nao classificado,geladeira,1,10,92
prompts_topico_midea,midea,Climatizadores Midea,gemini,nao classificado,ar condicionado,1,0,92
prompts_topico_midea,midea,Climatizadores Midea,google_ai_mode,nao classificado,ar condicionado,1,5,92
prompts_topico_midea,midea,Climatizadores Midea,chatgpt,nao classificado,ar condicionado,1,12,92
prompts_topico_midea,midea,Quais são as avaliações comuns sobre a linha de produtos Midea no mercado brasileiro?,google_ai_mode,nao classificado,sem categoria,1,15,92
prompts_topico_midea,midea,Quais são as avaliações comuns sobre a linha de produtos Midea no mercado brasileiro?,chatgpt,nao classificado,sem categoria,1,21,92
prompts_topico_midea,midea,midea eletrodomesticos,google_ai_overview,marca e navegacao,sem categoria,1,6,92
prompts_topico_midea,midea,midea geladeiras,google_ai_overview,marca e navegacao,geladeira,1,6,92
prompts_topico_midea,midea,geladeira midea 411 litros é boa,google_ai_overview,especificacao produto,geladeira,1,8,92
prompts_topico_midea,midea,geladeira midea md rt468mta,google_ai_overview,nao classificado,geladeira,1,9,92
prompts_topico_midea,midea,Quais são as opções confiáveis para comprar produtos Mide/Midea no Brasil e como verificar a procedência?,google_ai_mode,aquisicao e comparacao,sem categoria,14,11,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de chaleiras Midea no Brasil e quais lojas confiáveis pesquisar?,gemini,aquisicao e comparacao,sem categoria,11,0,91
prompts_topico_midea,midea,spring midia,google_ai_overview,nao classificado,sem categoria,10,12,91
prompts_topico_midea,midea,Onde encontrar as melhores ofertas de lava e seca Midea online no Brasil?,gemini,aquisicao e comparacao,lavanderia,10,2,91
prompts_topico_midea,midea,Onde posso encontrar as melhores ofertas de micro-ondas Midea online no Brasil?,chatgpt,aquisicao e comparacao,coccao,9,11,91
prompts_topico_midea,midea,Onde posso comprar um freezer Midea com garantia e assistência próximo de mim?,google_ai_mode,assistencia e reparo,freezer,9,31,91
prompts_topico_midea,midea,Quais são os produtos da Mide/Midea disponíveis no Brasil e onde posso encontrá-los online?,gemini,nao classificado,sem categoria,9,0,91
prompts_topico_midea,midea,Where can I find authentic Midea Airvolution products and compatible parts near me?,gemini,nao classificado,sem categoria,8,1,91
prompts_topico_midea,midea,Quais lojas no Brasil vendem Frigobar Midea e quais são as melhores ofertas atuais?,gemini,aquisicao e comparacao,sem categoria,8,0,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de adegas Midea no Brasil e quais lojas online são mais confiáveis?,chatgpt,aquisicao e comparacao,adega,8,17,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de adegas Midea no Brasil e quais lojas online são mais confiáveis?,gemini,aquisicao e comparacao,adega,8,0,91
prompts_topico_midea,midea,Quais são as opções confiáveis para comprar produtos Mide/Midea no Brasil e como verificar a procedência?,gemini,aquisicao e comparacao,sem categoria,7,0,91
prompts_topico_midea,midea,ar condicionado midea bom,google_ai_overview,nao classificado,ar condicionado,7,8,91
prompts_topico_midea,midea,Quais são as vantagens das lavadoras e secadoras Midea em comparação com outras marcas?,gemini,nao classificado,lavanderia,7,0,91
prompts_topico_midea,midea,Onde posso comprar um freezer Midea com garantia e assistência próximo de mim?,chatgpt,assistencia e reparo,freezer,7,12,91
prompts_topico_midea,midea,¿Dónde puedo encontrar las mejores ofertas de ventiladores Midea en Brasil online?,google_ai_mode,nao classificado,sem categoria,7,2,91
prompts_topico_midea,midea,¿Dónde puedo encontrar las mejores ofertas de ventiladores Midea en Brasil online?,gemini,nao classificado,sem categoria,7,0,91
prompts_topico_midea,midea,Quais são os produtos da Mide/Midea disponíveis no Brasil e onde posso encontrá-los online?,google_ai_mode,nao classificado,sem categoria,7,9,91
prompts_topico_midea,midea,Onde encontrar as melhores ofertas de lava e seca Midea online no Brasil?,chatgpt,aquisicao e comparacao,lavanderia,7,12,91
prompts_topico_midea,midea,Existe diferença entre cupom de desconto Midea e cupom de desconto geral para lojas que vendem Midea?,gemini,aquisicao e comparacao,sem categoria,6,0,91
prompts_topico_midea,midea,Quais são as opções confiáveis para comprar produtos Mide/Midea no Brasil e como verificar a procedência?,chatgpt,aquisicao e comparacao,sem categoria,6,12,91
prompts_topico_midea,midea,Quais são as diferenças entre as cervejeiras Midea 96l e outros modelos similares no mercado?,chatgpt,nao classificado,sem categoria,6,14,91
prompts_topico_midea,midea,Quais lojas no Brasil vendem Frigobar Midea e quais são as melhores ofertas atuais?,google_ai_mode,aquisicao e comparacao,sem categoria,6,11,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de chaleiras Midea no Brasil e quais lojas confiáveis pesquisar?,chatgpt,aquisicao e comparacao,sem categoria,6,17,91
prompts_topico_midea,midea,Onde encontrar bons preços e garantia para aspiradores Midea e quais lojas são confiáveis?,gemini,garantia,aspirador,6,0,91
prompts_topico_midea,midea,Onde encontrar bons preços e garantia para aspiradores Midea e quais lojas são confiáveis?,google_ai_mode,garantia,aspirador,6,6,91
prompts_topico_midea,midea,Onde encontrar bons preços e garantia para aspiradores Midea e quais lojas são confiáveis?,chatgpt,garantia,aspirador,6,18,91
prompts_topico_midea,midea,Onde posso comprar forno elétrico de embutir Midea com garantia e entrega rápida no Brasil?,gemini,garantia,coccao,6,0,91
prompts_topico_midea,midea,Onde posso comprar forno elétrico de embutir Midea com garantia e entrega rápida no Brasil?,google_ai_mode,garantia,coccao,6,11,91
prompts_topico_midea,midea,Onde posso comprar forno elétrico de embutir Midea com garantia e entrega rápida no Brasil?,chatgpt,garantia,coccao,6,13,91
prompts_topico_midea,midea,Onde posso encontrar as melhores ofertas de micro-ondas Midea online no Brasil?,gemini,aquisicao e comparacao,coccao,6,1,91
prompts_topico_midea,midea,Quais sites confiáveis costumam oferecer cupons Midea para primeira compra?,gemini,nao classificado,sem categoria,6,0,91
prompts_topico_midea,midea,¿Vale la pena comprar un ventilador Midea frente a otras marcas en términos de durabilidad y consumo?,chatgpt,consumo e eficiencia,sem categoria,6,12,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de adegas Midea no Brasil e quais lojas online são mais confiáveis?,google_ai_mode,aquisicao e comparacao,adega,6,12,91
prompts_topico_midea,midea,Quais são as novidades e lançamentos recentes da Mide/Midea no Brasil que eu deveria acompanhar?,gemini,nao classificado,sem categoria,6,0,91
prompts_topico_midea,midea,Existe diferença entre cupom de desconto Midea e cupom de desconto geral para lojas que vendem Midea?,google_ai_mode,aquisicao e comparacao,sem categoria,5,4,91
prompts_topico_midea,midea,Midea Airvolution Appliances,chatgpt,marca e navegacao,sem categoria,5,15,91
prompts_topico_midea,midea,A HealthGuard da Midea realmente faz diferença no cuidado das roupas ou é só marketing?,gemini,nao classificado,sem categoria,5,0,91
prompts_topico_midea,midea,lava e seca midea inverter smart,google_ai_overview,conectividade e smart,lavanderia,5,5,91
prompts_topico_midea,midea,Where can I find authentic Midea Airvolution products and compatible parts near me?,google_ai_mode,nao classificado,sem categoria,5,6,91
prompts_topico_midea,midea,Onde encontro as melhores ofertas de chaleiras Midea no Brasil e quais lojas confiáveis pesquisar?,google_ai_mode,aquisicao e comparacao,sem categoria,5,5,91
prompts_topico_midea,midea,Quais são as vantagens das lavadoras e secadoras Midea em comparação com outras marcas?,chatgpt,nao classificado,lavanderia,5,12,91
prompts_topico_midea,midea,Quais sites confiáveis costumam oferecer cupons Midea para primeira compra?,google_ai_mode,nao classificado,sem categoria,5,6,91
prompts_topico_midea,midea,¿Dónde puedo encontrar las mejores ofertas de ventiladores Midea en Brasil online?,chatgpt,nao classificado,sem categoria,5,12,91
prompts_topico_midea,midea,A tecnologia HealthGuard da Midea realmente funciona e vale a pena?,gemini,aquisicao e comparacao,sem categoria,5,1,91
prompts_topico_midea,midea,Onde comprar coifa Midea com melhor custo-benefício no Brasil e quais lojas têm entrega rápida?,chatgpt,aquisicao e comparacao,coccao,5,15,91
prompts_topico_midea,midea,Micro-ondas Midea,chatgpt,nao classificado,coccao,5,12,91
prompts_topico_midea,midea,ar condicionado da midea é bom,google_ai_overview,nao classificado,ar condicionado,5,7,91
prompts_topico_midea,midea,Frigobar Midea no Brasil,google_ai_mode,nao classificado,sem categoria,5,17,91
prompts_topico_midea,midea,Onde encontrar as melhores ofertas de lava e seca Midea online no Brasil?,google_ai_mode,aquisicao e comparacao,lavanderia,5,10,91
prompts_topico_midea,midea,Quais são as diferenças entre as cervejeiras Midea 96l e outros modelos similares no mercado?,gemini,nao classificado,sem categoria,4,0,91
prompts_topico_midea,midea,Como funciona a garantia e o suporte técnico da Mide/Midea no Brasil?,gemini,garantia,sem categoria,4,6,91
prompts_topico_midea,midea,ar condicionado Midea,google_ai_mode,nao classificado,ar condicionado,4,0,91
prompts_topico_midea,midea,ar condicionado Midea,chatgpt,nao classificado,ar condicionado,4,12,91
prompts_topico_midea,midea,ar condicionado midea 12000 inverter wi-fi,google_ai_overview,conectividade e smart,ar condicionado,4,8,91
prompts_topico_midea,midea,fornos elétricos de embutir Midea,chatgpt,nao classificado,coccao,4,12,91
prompts_topico_midea,midea,lava e seca midea titanium,google_ai_overview,especificacao produto,lavanderia,4,8,91
prompts_topico_midea,midea,Grupo Mide Brasil,chatgpt,nao classificado,sem categoria,4,12,91
prompts_topico_midea,midea,forno microondas midea 20 litros,google_ai_overview,especificacao produto,coccao,4,6,91
prompts_topico_midea,midea,microondas midea e bom,google_ai_overview,nao classificado,coccao,4,10,91
prompts_topico_midea,midea,Quais são as vantagens das lavadoras e secadoras Midea em comparação com outras marcas?,google_ai_mode,nao classificado,lavanderia,4,15,91
prompts_topico_midea,midea,Quais sites confiáveis costumam oferecer cupons Midea para primeira compra?,chatgpt,nao classificado,sem categoria,4,13,91
prompts_topico_midea,midea,¿Vale la pena comprar un ventilador Midea frente a otras marcas en términos de durabilidad y consumo?,gemini,consumo e eficiencia,sem categoria,4,0,91
prompts_topico_midea,midea,Secadoras Midea,chatgpt,nao classificado,lavanderia,4,12,91
prompts_topico_midea,midea,Adegas climatizadas Midea,google_ai_mode,nao classificado,ar condicionado,4,22,91
prompts_topico_midea,midea,What exactly is the Midea Airvolution line and what features does it offer compared to standard models?,gemini,nao classificado,sem categoria,4,0,91
prompts_topico_midea,midea,Cupom Midea,google_ai_mode,nao classificado,sem categoria,4,5,91
prompts_topico_midea,midea,lava e seca midea 11kg,google_ai_overview,especificacao produto,lavanderia,4,10,91
prompts_topico_midea,midea,Como posso economizar mais usando cupom Midea em eletrodomésticos?,gemini,nao classificado,sem categoria,4,0,91
prompts_topico_midea,midea,Qual é a melhor secadora Midea de 11 kg para uso diário em família?,chatgpt,aquisicao e comparacao,lavanderia,4,11,91
prompts_topico_midea,midea,Qual é a melhor secadora Midea de 11 kg para uso diário em família?,gemini,aquisicao e comparacao,lavanderia,4,0,91
prompts_topico_midea,midea,midea inverter 9000 btus,google_ai_overview,especificacao produto,ar condicionado,4,7,91
prompts_topico_midea,midea,ar condicionado midea springer 12000,google_ai_overview,nao classificado,ar condicionado,4,5,91
prompts_topico_midea,midea,Qual é a melhor escolha entre ar condicionado Midea com inverter de 12000 BTU para uma sala de estar média?,google_ai_mode,aquisicao e comparacao,ar condicionado,4,0,91
prompts_topico_midea,midea,split springer midea 9000,google_ai_overview,nao classificado,ar condicionado,4,7,91
prompts_topico_midea,midea,lava e seca 11kg midea,google_ai_overview,especificacao produto,lavanderia,3,6,91
prompts_topico_midea,midea,maquina de lavar mideia,google_ai_overview,nao classificado,lavanderia,3,7,91
prompts_topico_midea,midea,Quais benefícios de ter uma adega climatizada Midea para meus vinhos finos?,google_ai_mode,nao classificado,ar condicionado,3,17,91
prompts_topico_midea,midea,ar condicionado da midea,google_ai_overview,nao classificado,ar condicionado,3,12,91
prompts_topico_midea,midea,máquina de lavar midea lava e seca,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_midea,midea,A HealthGuard da Midea realmente faz diferença no cuidado das roupas ou é só marketing?,google_ai_mode,nao classificado,sem categoria,3,15,91
prompts_topico_midea,midea,Quais são as diferenças entre as cervejeiras Midea 96l e outros modelos similares no mercado?,google_ai_mode,nao classificado,sem categoria,3,7,91
prompts_topico_midea,midea,ar condicionado 12000 btus midea inverter,google_ai_overview,especificacao produto,ar condicionado,3,5,91
prompts_topico_midea,midea,maquina lava e seca midea healthguard,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_midea,midea,lava e seca midea branca,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_midea,midea,microondas midea 20 litros menor preço,google_ai_overview,aquisicao e comparacao,coccao,3,5,91
prompts_topico_midea,midea,freezer horizontal pequeno 100 litros,google_ai_overview,especificacao produto,freezer,3,6,91
prompts_topico_midea,midea,máquina lava e seca midea,google_ai_overview,especificacao produto,lavanderia,3,9,91
prompts_topico_midea,midea,ar condicionado 12 btus midea,google_ai_overview,especificacao produto,ar condicionado,3,7,91
prompts_topico_midea,midea,Where can I find authentic Midea Airvolution products and compatible parts near me?,chatgpt,nao classificado,sem categoria,3,12,91
prompts_topico_midea,midea,A cervejeira Midea 96l funciona em 220v ou 110v e como saber a voltagem correta?,google_ai_mode,nao classificado,sem categoria,3,7,91
prompts_topico_midea,midea,Quais são as diferenças entre os modelos de coifa Midea de 60 cm e 90 cm?,chatgpt,nao classificado,coccao,3,25,91
prompts_topico_midea,midea,ar condicionado springer midea 12000 btus,google_ai_overview,especificacao produto,ar condicionado,3,7,91
prompts_topico_midea,midea,coifas Midea,chatgpt,nao classificado,coccao,3,12,91
prompts_topico_midea,midea,ar condicionado 12 mil btus inverter midea,google_ai_overview,especificacao produto,ar condicionado,3,6,91
prompts_topico_midea,midea,lava e seca midea e boa,google_ai_overview,especificacao produto,lavanderia,3,13,91
prompts_topico_midea,midea,ar condicionado 12000 btus midea xtreme,google_ai_overview,especificacao produto,ar condicionado,3,7,91
prompts_topico_midea,midea,mf200 midea,google_ai_overview,nao classificado,sem categoria,3,7,91
prompts_topico_midea,midea,frigobar midea é bom,google_ai_overview,nao classificado,sem categoria,3,4,91
prompts_topico_midea,midea,adega de vinho climatizada 24 garrafas,google_ai_overview,nao classificado,ar condicionado,3,9,91
prompts_topico_midea,midea,ar midea 12000 inverter,google_ai_overview,especificacao produto,sem categoria,3,5,91
prompts_topico_midea,midea,lava e seca midea é boa,google_ai_overview,especificacao produto,lavanderia,3,11,91
prompts_topico_midea,midea,maquina lava e seca 11kg midea,google_ai_overview,especificacao produto,lavanderia,3,8,91
prompts_topico_midea,midea,ar springer midea,google_ai_overview,nao classificado,sem categoria,3,4,91
prompts_topico_midea,midea,lavadora midea 11 kg,google_ai_overview,especificacao produto,lavanderia,3,6,91
prompts_topico_midea,midea,máquina de lavar 11kg midea,google_ai_overview,especificacao produto,lavanderia,3,6,91
prompts_topico_midea,midea,split inverter midea 9000 btus,google_ai_overview,especificacao produto,ar condicionado,3,6,91
prompts_topico_midea,midea,midea lava e seca healthguard,google_ai_overview,especificacao produto,lavanderia,3,6,91
prompts_topico_midea,midea,Ventiladores Midea,chatgpt,nao classificado,sem categoria,3,12,91
prompts_topico_midea,midea,ar springer midea 9000 inverter,google_ai_overview,especificacao produto,sem categoria,3,7,91
prompts_topico_midea,midea,midea healthguard smart 11kg,google_ai_overview,conectividade e smart,sem categoria,3,4,91
prompts_topico_midea,midea,lava e seca midea 11kg é boa,google_ai_overview,especificacao produto,lavanderia,3,9,91
prompts_topico_midea,midea,¿Vale la pena comprar un ventilador Midea frente a otras marcas en términos de durabilidad y consumo?,google_ai_mode,consumo e eficiencia,sem categoria,3,8,91
prompts_topico_midea,midea,cupom de desconto midea,google_ai_overview,aquisicao e comparacao,sem categoria,3,7,91
prompts_topico_midea,midea,How do you install and maintain a Midea Airvolution air conditioner or appliance?,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_midea,midea,ar condicionado midea quente e frio,google_ai_overview,nao classificado,ar condicionado,3,7,91
prompts_topico_midea,midea,central de ar midea 12000 btus,google_ai_overview,especificacao produto,ar condicionado,3,4,91
prompts_topico_midea,midea,ar condicionado split da springer,google_ai_overview,nao classificado,ar condicionado,3,10,91
prompts_topico_midea,midea,ar condicionado inverter midea 9000,google_ai_overview,especificacao produto,ar condicionado,3,4,91
prompts_topico_midea,midea,lava e seca midea healthguard,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_midea,midea,mide,google_ai_overview,nao classificado,sem categoria,3,2,91
prompts_topico_midea,midea,springer midea ar,google_ai_overview,nao classificado,sem categoria,3,4,91
prompts_topico_midea,midea,maquina de lava e seca midea 11kg,google_ai_overview,especificacao produto,lavanderia,3,5,91
prompts_topico_midea,midea,Lavadoras e secadoras Midea,chatgpt,nao classificado,lavanderia,3,12,91
prompts_topico_midea,midea,springer midea airvolution,google_ai_overview,nao classificado,sem categoria,3,7,91
prompts_topico_midea,midea,lavadora midea healthguard,google_ai_overview,nao classificado,lavanderia,3,5,91
prompts_topico_midea,midea,ar condicionado midea 12000 btus,google_ai_overview,especificacao produto,ar condicionado,3,8,91
prompts_topico_midea,midea,"Quais são as melhores opções de freezer Midea (100 L, 150 L ou vertical/horizontal) para uso em casa ou loja online no Brasil?",chatgpt,aquisicao e comparacao,freezer,3,13,91
prompts_topico_midea,midea,¿Qué ventilador de torre de Midea recomiendas para un escritorio en casa y qué características buscar?,chatgpt,nao classificado,sem categoria,3,0,91
prompts_topico_midea,midea,ar-condicionado da midea,google_ai_overview,nao classificado,ar condicionado,3,7,91
prompts_topico_midea,midea,What exactly is the Midea Airvolution line and what features does it offer compared to standard models?,google_ai_mode,nao classificado,sem categoria,3,14,91
prompts_topico_midea,midea,ar midea inverter,google_ai_overview,especificacao produto,sem categoria,3,6,91
prompts_topico_midea,midea,cupom midea,google_ai_overview,nao classificado,sem categoria,3,7,91
prompts_topico_midea,midea,Cupom Midea,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_midea,midea,ar condicionado midea inverter,google_ai_overview,especificacao produto,ar condicionado,3,10,91
prompts_topico_midea,midea,midea máquina de lavar,google_ai_overview,marca e navegacao,lavanderia,3,11,91
prompts_topico_midea,midea,Onde comprar coifa Midea com melhor custo-benefício no Brasil e quais lojas têm entrega rápida?,google_ai_mode,aquisicao e comparacao,coccao,3,6,91
prompts_topico_midea,midea,Frigobar Midea no Brasil,chatgpt,nao classificado,sem categoria,3,10,91
prompts_topico_midea,midea,maquina de lavar midea healthguard,google_ai_overview,nao classificado,lavanderia,3,11,91
prompts_topico_midea,midea,lavadora midea lava e seca,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_midea,midea,split inverter 9000 btus midea,google_ai_overview,especificacao produto,ar condicionado,3,6,91
prompts_topico_midea,midea,lava e seca inox midea,google_ai_overview,especificacao produto,lavanderia,3,9,91
prompts_topico_midea,midea,grupo mide,google_ai_overview,nao classificado,sem categoria,3,4,91
prompts_topico_midea,midea,split springer midea,google_ai_overview,nao classificado,ar condicionado,3,6,91
prompts_topico_midea,midea,ar condicionado inverter springer,google_ai_overview,especificacao produto,ar condicionado,3,7,91
prompts_topico_midea,midea,lava e seca midea 11kg inverter smart,google_ai_overview,conectividade e smart,lavanderia,3,6,91
prompts_topico_midea,midea,split midea springer,google_ai_overview,nao classificado,ar condicionado,3,3,91
prompts_topico_midea,midea,lava e seca healthguard,google_ai_overview,especificacao produto,lavanderia,2,9,91
prompts_topico_midea,midea,12000 btus midea,google_ai_overview,especificacao produto,ar condicionado,2,6,91
prompts_topico_midea,midea,Chaleiras Elétricas Midea,chatgpt,nao classificado,sem categoria,2,12,91
prompts_topico_midea,midea,preço do ar condicionado midea 12000 btus,google_ai_overview,aquisicao e comparacao,ar condicionado,2,8,91
prompts_topico_midea,midea,maquina midea lava e seca,google_ai_overview,especificacao produto,lavanderia,2,7,91
prompts_topico_midea,midea,Midea Airvolution Appliances,gemini,marca e navegacao,sem categoria,2,0,91
prompts_topico_midea,midea,forno microondas midea,google_ai_overview,nao classificado,coccao,2,5,91
prompts_topico_midea,midea,freezer de 150 l,google_ai_overview,nao classificado,freezer,2,5,91
prompts_topico_midea,midea,Como funciona a garantia e o suporte técnico da Mide/Midea no Brasil?,google_ai_mode,garantia,sem categoria,2,16,91
prompts_topico_midea,midea,ar condicionado Midea,gemini,nao classificado,ar condicionado,2,1,91
prompts_topico_midea,midea,mide mesa proprietaria,google_ai_overview,nao classificado,sem categoria,2,6,91
prompts_topico_midea,midea,inverter springer midea 9000,google_ai_overview,especificacao produto,sem categoria,2,12,91
prompts_topico_midea,midea,fornos elétricos de embutir Midea,google_ai_mode,nao classificado,coccao,2,11,91
prompts_topico_midea,midea,split springer,google_ai_overview,nao classificado,ar condicionado,2,9,91
prompts_topico_midea,midea,Quais são as diferenças entre os modelos de coifa Midea de 60 cm e 90 cm?,google_ai_mode,nao classificado,coccao,2,7,91
prompts_topico_midea,midea,Grupo Mide Brasil,google_ai_mode,nao classificado,sem categoria,2,3,91
prompts_topico_midea,midea,ar-condicionado midea 9000 inverter,google_ai_overview,especificacao produto,ar condicionado,2,12,91
prompts_topico_midea,midea,midea healthguard lava e seca,google_ai_overview,especificacao produto,lavanderia,2,9,91
prompts_topico_midea,midea,ventiladores midea,google_ai_overview,nao classificado,sem categoria,2,6,91
prompts_topico_midea,midea,Onde posso encontrar as melhores ofertas de micro-ondas Midea online no Brasil?,google_ai_mode,aquisicao e comparacao,coccao,2,9,91
prompts_topico_midea,midea,"Quais são as diferenças entre os modelos de forno elétrico de embutir Midea (60l, 80l, 45l) e qual é mais adequado para uso diário?",chatgpt,nao classificado,coccao,2,12,91
prompts_topico_midea,midea,midea mf200 lava e seca,google_ai_overview,especificacao produto,lavanderia,2,7,91
prompts_topico_midea,midea,maquina de lavar midea 11kg lava e seca,google_ai_overview,especificacao produto,lavanderia,2,7,91
prompts_topico_midea,midea,ar condicionado 12000 btus midea springer,google_ai_overview,especificacao produto,ar condicionado,2,12,91
prompts_topico_midea,midea,ar condicionado marca midea,google_ai_overview,nao classificado,ar condicionado,2,9,91
prompts_topico_midea,midea,Cervejeiras Midea 96L,google_ai_mode,nao classificado,sem categoria,2,9,91
prompts_topico_midea,midea,Qual é a melhor forma de escolher um forno elétrico de embutir Midea para minha cozinha?,google_ai_mode,aquisicao e comparacao,coccao,2,13,91
prompts_topico_midea,midea,"Quais são as melhores opções de freezer Midea (100 L, 150 L ou vertical/horizontal) para uso em casa ou loja online no Brasil?",google_ai_mode,aquisicao e comparacao,freezer,2,9,91
prompts_topico_midea,midea,maquina midea lava e seca 11kg,google_ai_overview,especificacao produto,lavanderia,2,10,91
prompts_topico_midea,midea,Cupom Midea,chatgpt,nao classificado,sem categoria,2,12,91
prompts_topico_midea,midea,consumo frigobar,google_ai_overview,consumo e eficiencia,sem categoria,2,8,91
prompts_topico_midea,midea,lava e seca midea healthguard 11kg,google_ai_overview,especificacao produto,lavanderia,2,11,91
prompts_topico_midea,midea,Como posso economizar mais usando cupom Midea em eletrodomésticos?,google_ai_mode,nao classificado,sem categoria,2,7,91
prompts_topico_midea,midea,Micro-ondas Midea,google_ai_mode,nao classificado,coccao,2,11,91
